Date	High	Low	Open	Close	Volume	Adj Close
2000-01-04	38500.0	34550.0	35600.0	36000.0	2341000.0	24059.365234375
2000-01-05	35700.0	33500.0	34500.0	34000.0	1681900.0	22722.736328125
2000-01-06	36900.0	34500.0	36900.0	35000.0	2995600.0	23391.044921875
2000-01-07	38600.0	34200.0	34500.0	36800.0	2708600.0	24594.017578125
2000-01-10	38000.0	36100.0	37500.0	36600.0	1547700.0	24460.349609375
2000-01-11	37600.0	36300.0	37500.0	36300.0	1267800.0	24259.857421875
2000-01-12	37000.0	35800.0	36000.0	36500.0	1396000.0	24393.517578125
2000-01-13	37000.0	35700.0	36000.0	36000.0	1743500.0	24059.365234375
2000-01-14	36700.0	35000.0	36000.0	35650.0	1375600.0	23825.453125
2000-01-17	36300.0	35100.0	35100.0	36100.0	1217700.0	24126.1953125
2000-01-18	38600.0	36300.0	37100.0	36300.0	2569900.0	24259.857421875
2000-01-19	36300.0	34200.0	36300.0	35000.0	2117600.0	23391.044921875
2000-01-20	36000.0	34500.0	34500.0	36000.0	1256400.0	24059.365234375
2000-01-21	35800.0	34000.0	35200.0	34700.0	1271100.0	23190.552734375
2000-01-24	35700.0	34200.0	34400.0	35100.0	1027200.0	23457.880859375
2000-01-25	34500.0	33450.0	34200.0	33450.0	1145300.0	22355.16015625
2000-01-26	34000.0	33100.0	33700.0	34000.0	783600.0	22722.736328125
2000-01-27	34500.0	33000.0	33500.0	33850.0	804700.0	22622.486328125
2000-01-28	34850.0	33800.0	34300.0	34850.0	955300.0	23290.8046875
2000-01-31	34900.0	33500.0	33500.0	34700.0	1230300.0	23190.552734375
2000-02-01	35200.0	33800.0	34250.0	34000.0	1274200.0	22722.736328125
2000-02-02	35100.0	34100.0	34150.0	35100.0	1027700.0	23457.880859375
2000-02-03	36000.0	34600.0	35500.0	35800.0	1068200.0	23925.701171875
2000-02-04	35800.0	35800.0	35800.0	35800.0	0.0	23925.701171875
2000-02-07	35500.0	34500.0	34500.0	35000.0	2192600.0	23391.044921875
2000-02-08	35300.0	34500.0	34500.0	34700.0	1433200.0	23190.552734375
2000-02-09	34300.0	33000.0	34300.0	33100.0	3708300.0	22121.248046875
2000-02-10	32800.0	30650.0	32600.0	31300.0	5010800.0	20918.279296875
2000-02-11	31300.0	28750.0	31300.0	28900.0	6473700.0	19314.3203125
2000-02-14	29450.0	26500.0	28500.0	27000.0	4719800.0	18044.521484375
2000-02-15	27700.0	26500.0	27150.0	27150.0	6444500.0	18144.76953125
2000-02-16	28500.0	27200.0	27800.0	28500.0	4123700.0	19046.998046875
2000-02-17	31000.0	28400.0	28500.0	30700.0	4609800.0	20517.291015625
2000-02-18	30700.0	28100.0	30700.0	28100.0	2959100.0	18779.669921875
2000-02-21	28650.0	27100.0	27500.0	27950.0	1906900.0	18679.421875
2000-02-22	28600.0	27000.0	27100.0	27000.0	2054800.0	18044.521484375
2000-02-23	28300.0	27000.0	27500.0	27400.0	2539300.0	18311.849609375
2000-02-24	28850.0	27600.0	27900.0	28450.0	2935400.0	19013.58203125
2000-02-25	28200.0	27600.0	27950.0	27600.0	1234700.0	18445.513671875
2000-02-28	28850.0	27600.0	27900.0	28000.0	2472400.0	18712.837890625
2000-02-29	28400.0	27500.0	28000.0	28300.0	2046200.0	18913.333984375
2000-03-01	28300.0	28300.0	28300.0	28300.0	0.0	18913.333984375
2000-03-02	29500.0	27600.0	28300.0	29000.0	3649000.0	19381.154296875
2000-03-03	29300.0	27600.0	29000.0	27700.0	2223200.0	18512.341796875
2000-03-06	28100.0	27650.0	28000.0	27900.0	1747100.0	18646.0078125
2000-03-07	27900.0	27200.0	27500.0	27500.0	1920900.0	18378.681640625
2000-03-08	28300.0	27000.0	27200.0	28100.0	2365500.0	18779.669921875
2000-03-09	28400.0	27000.0	28050.0	27000.0	3804800.0	18044.521484375
2000-03-10	27900.0	27000.0	27900.0	27250.0	2473800.0	18211.6015625
2000-03-13	27300.0	24950.0	27250.0	25400.0	2406400.0	16975.21875
2000-03-14	26100.0	25000.0	25400.0	25850.0	1896800.0	17275.958984375
2000-03-15	25550.0	24600.0	25500.0	25100.0	1686700.0	16774.720703125
2000-03-16	26500.0	25350.0	25500.0	26000.0	1870400.0	17376.20703125
2000-03-17	27250.0	26600.0	27100.0	26600.0	1900000.0	17777.1953125
2000-03-20	27350.0	26500.0	26900.0	27150.0	1271300.0	18144.76953125
2000-03-21	29400.0	27100.0	27200.0	29100.0	3471200.0	19447.986328125
2000-03-22	29800.0	28550.0	29150.0	28700.0	2696800.0	19180.658203125
2000-03-23	29300.0	28600.0	28800.0	28600.0	1786100.0	19113.826171875
2000-03-24	30500.0	27900.0	28750.0	29600.0	2108700.0	19782.14453125
2000-03-27	29900.0	28650.0	29700.0	29500.0	1393700.0	19715.310546875
2000-03-28	30000.0	29000.0	29300.0	30000.0	2032400.0	20049.470703125
2000-03-29	30900.0	29600.0	30000.0	30700.0	2041100.0	20517.291015625
2000-03-30	33300.0	30700.0	31000.0	32050.0	2913200.0	21419.517578125
2000-03-31	32450.0	30900.0	31000.0	31500.0	1968700.0	21051.943359375
2000-04-03	33750.0	31900.0	33000.0	33000.0	2777000.0	22054.41796875
2000-04-04	34700.0	32100.0	32100.0	34200.0	4220100.0	22856.396484375
2000-04-05	34200.0	34200.0	34200.0	34200.0	0.0	22856.396484375
2000-04-06	33800.0	31400.0	33600.0	31500.0	2612000.0	21051.943359375
2000-04-07	32800.0	30800.0	31100.0	32000.0	1698400.0	21386.103515625
2000-04-10	33750.0	31500.0	32000.0	33250.0	2476100.0	22221.494140625
2000-04-11	33250.0	31500.0	33000.0	33250.0	1929200.0	22221.494140625
2000-04-12	32550.0	31550.0	32400.0	31600.0	2199700.0	21118.775390625
2000-04-13	31600.0	31600.0	31600.0	31600.0	0.0	21118.775390625
2000-04-14	31200.0	30100.0	30400.0	30700.0	2399700.0	20517.291015625
2000-04-17	29650.0	26100.0	26400.0	27250.0	4504900.0	18211.6015625
2000-04-18	29800.0	28250.0	29150.0	29800.0	3715900.0	19915.806640625
2000-04-19	32000.0	30300.0	31050.0	31200.0	2729400.0	20851.447265625
2000-04-20	31500.0	30600.0	30600.0	31500.0	721300.0	21051.943359375
2000-04-21	31800.0	30900.0	31500.0	31200.0	600800.0	20851.447265625
2000-04-24	31000.0	29800.0	30700.0	29850.0	849700.0	19949.224609375
2000-04-25	31100.0	29800.0	29850.0	31000.0	896000.0	20717.78515625
2000-04-26	32500.0	30700.0	32000.0	31000.0	1659600.0	20717.78515625
2000-04-27	32200.0	31300.0	31500.0	32000.0	3024600.0	21386.103515625
2000-04-28	32950.0	32300.0	32350.0	32500.0	2142400.0	21720.259765625
2000-05-01	32500.0	32500.0	32500.0	32500.0	0.0	21720.259765625
2000-05-02	33000.0	31450.0	33000.0	32000.0	1817500.0	21386.103515625
2000-05-03	32000.0	30500.0	32000.0	31200.0	1046700.0	20851.447265625
2000-05-04	31400.0	30600.0	31200.0	30750.0	858300.0	20550.708984375
2000-05-05	30750.0	30750.0	30750.0	30750.0	0.0	20550.708984375
2000-05-08	31250.0	30300.0	30800.0	30600.0	761300.0	20450.4609375
2000-05-09	30600.0	30600.0	30600.0	30600.0	0.0	20450.4609375
2000-05-10	32300.0	30550.0	30550.0	31400.0	1134500.0	20985.111328125
2000-05-11	31400.0	31400.0	31400.0	31400.0	0.0	20985.111328125
2000-05-12	31800.0	30650.0	31700.0	30800.0	1058700.0	20584.123046875
2000-05-15	30900.0	30000.0	30600.0	30900.0	649200.0	20650.953125
2000-05-16	31600.0	30200.0	30300.0	31600.0	567200.0	21118.775390625
2000-05-17	32750.0	31000.0	31900.0	31300.0	1657900.0	20918.279296875
2000-05-18	31900.0	30700.0	31000.0	30900.0	1011900.0	20650.953125
2000-05-19	31700.0	30100.0	31100.0	31450.0	928900.0	21018.529296875
2000-05-22	31500.0	29950.0	31400.0	30000.0	1090300.0	20049.470703125
2000-05-23	31350.0	29000.0	29000.0	31300.0	1501300.0	20918.279296875
2000-05-24	31450.0	30200.0	30900.0	31200.0	1381000.0	20851.447265625
2000-05-25	32000.0	30400.0	31500.0	30550.0	1874700.0	20417.044921875
2000-05-26	30350.0	29000.0	30000.0	29000.0	1204600.0	19381.154296875
2000-05-29	29000.0	27000.0	27000.0	28250.0	1515800.0	18879.91796875
2000-05-30	28250.0	28250.0	28250.0	28250.0	0.0	18879.91796875
2000-05-31	32700.0	30100.0	30950.0	30300.0	3148200.0	20249.966796875
2000-06-01	32000.0	30750.0	31300.0	31550.0	1379300.0	21085.359375
2000-06-02	32800.0	31600.0	32300.0	32450.0	1778600.0	21686.845703125
2000-06-05	33200.0	32450.0	33000.0	33200.0	1759100.0	22188.080078125
2000-06-06	33200.0	33200.0	33200.0	33200.0	0.0	22188.080078125
2000-06-07	33450.0	31500.0	32700.0	32400.0	8803300.0	21653.4296875
2000-06-08	33450.0	31500.0	33300.0	31500.0	3687900.0	21051.943359375
2000-06-09	35400.0	31650.0	32200.0	35350.0	11355400.0	23624.9609375
2000-06-12	36600.0	33600.0	36200.0	34550.0	5738900.0	23090.306640625
