Date	High	Low	Open	Close	Volume	Adj Close
2008-11-28	30152.748046875	27823.876953125	29049.599609375	30030.17578125	1628343.0	29456.48046875
2008-12-01	30030.17578125	27946.44921875	29907.603515625	27946.44921875	1048362.0	27412.560546875
2008-12-02	27333.58984375	24514.4296875	24514.4296875	26475.583984375	1162580.0	25969.791015625
2008-12-03	27578.732421875	25127.291015625	27456.16015625	25372.43359375	1386530.0	24887.71875
2008-12-04	26107.8671875	24489.916015625	26107.8671875	25617.578125	1205004.0	25128.177734375
2008-12-05	26353.01171875	25004.71875	25372.43359375	26353.01171875	763631.0	25849.5625
2008-12-08	28069.021484375	25985.294921875	26353.01171875	27701.3046875	1548634.0	27172.09765625
2008-12-09	28069.021484375	26598.15625	27946.44921875	26965.873046875	1034256.0	26450.712890625
2008-12-10	28927.02734375	26230.439453125	27088.4453125	28927.02734375	1409618.0	28374.404296875
2008-12-11	29294.744140625	28069.021484375	29294.744140625	28559.310546875	1179048.0	28013.712890625
2008-12-12	28191.59375	26230.439453125	28191.59375	26720.728515625	811477.0	26210.25390625
2008-12-15	28559.310546875	27823.876953125	28069.021484375	28191.59375	1090680.0	27653.017578125
2008-12-16	30888.181640625	27333.58984375	27946.44921875	30643.037109375	2338798.0	30057.630859375
2008-12-17	32849.3359375	30520.46484375	31991.330078125	31746.185546875	2003619.0	31139.705078125
2008-12-18	31991.330078125	30765.609375	31991.330078125	30765.609375	683079.0	30177.86328125
2008-12-19	33217.05078125	30520.46484375	30765.609375	32849.3359375	1551306.0	32221.78125
2008-12-22	33339.625	31133.326171875	33217.05078125	31378.470703125	1304195.0	30779.013671875
2008-12-23	31746.185546875	30275.3203125	31133.326171875	31255.8984375	628421.0	30658.783203125
2008-12-24	31255.8984375	29907.603515625	31010.75390625	30520.46484375	699685.0	29937.400390625
2008-12-25	30520.46484375	30520.46484375	30520.46484375	30520.46484375	0.0	29937.400390625
2008-12-26	30888.181640625	29539.88671875	30520.46484375	29539.88671875	591051.0	28975.556640625
2008-12-29	31378.470703125	29049.599609375	29662.458984375	31010.75390625	706751.0	30418.32421875
2008-12-30	32359.046875	31010.75390625	31255.8984375	31868.7578125	959035.0	31259.93359375
2008-12-31	31868.7578125	31868.7578125	31868.7578125	31868.7578125	0.0	31259.93359375
2009-01-02	32359.046875	30765.609375	32359.046875	31255.8984375	579911.0	30658.783203125
2009-01-05	32359.046875	30888.181640625	32236.474609375	31010.75390625	511429.0	30418.32421875
2009-01-06	31746.185546875	29662.458984375	31255.8984375	29907.603515625	1778075.0	29336.24609375
2009-01-07	31991.330078125	30275.3203125	30397.892578125	31991.330078125	1573187.0	31380.166015625
2009-01-08	33339.625	31133.326171875	31378.470703125	31868.7578125	1863355.0	31259.93359375
2009-01-09	32359.046875	30888.181640625	32359.046875	31868.7578125	974295.0	31259.93359375
2009-01-12	31868.7578125	30520.46484375	31501.041015625	30765.609375	645370.0	30177.86328125
2009-01-13	31623.61328125	30397.892578125	30643.037109375	31501.041015625	1091573.0	30899.24609375
2009-01-14	32359.046875	31378.470703125	31746.185546875	32236.474609375	841145.0	31620.630859375
2009-01-15	32604.19140625	30765.609375	31133.326171875	30888.181640625	1130619.0	30298.091796875
2009-01-16	32236.474609375	31378.470703125	31378.470703125	31868.7578125	702378.0	31259.93359375
2009-01-19	32604.19140625	31746.185546875	32236.474609375	31746.185546875	514941.0	31139.705078125
2009-01-20	31868.7578125	31010.75390625	31746.185546875	31623.61328125	287924.0	31019.46875
2009-01-21	31501.041015625	30520.46484375	30765.609375	31010.75390625	743978.0	30418.32421875
2009-01-22	32113.90234375	30765.609375	32113.90234375	31010.75390625	364593.0	30418.32421875
2009-01-23	31010.75390625	29785.03125	30765.609375	29785.03125	641887.0	29216.015625
2009-01-28	31010.75390625	30030.17578125	30397.892578125	31010.75390625	613707.0	30418.32421875
2009-01-29	33707.33984375	31133.326171875	31623.61328125	33584.76953125	2049368.0	32943.17578125
2009-01-30	34320.203125	32726.763671875	33094.48046875	34197.62890625	1105275.0	33544.31640625
2009-02-02	35423.3515625	34197.62890625	34320.203125	35423.3515625	1182715.0	34746.625
2009-02-03	35545.921875	33829.9140625	35545.921875	34075.05859375	1282689.0	33424.08984375
2009-02-04	34565.34375	33094.48046875	34320.203125	33829.9140625	1306287.0	33183.625
2009-02-05	34933.0625	31746.185546875	34320.203125	31868.7578125	1895756.0	31259.93359375
2009-02-06	32604.19140625	30152.748046875	32359.046875	30888.181640625	4144913.0	30298.091796875
2009-02-09	31501.041015625	30030.17578125	31378.470703125	30520.46484375	2282076.0	29937.400390625
2009-02-10	31501.041015625	30520.46484375	31010.75390625	31501.041015625	1773620.0	30899.24609375
2009-02-11	32359.046875	30152.748046875	30643.037109375	32113.90234375	1433698.0	31500.396484375
2009-02-12	32604.19140625	31255.8984375	32236.474609375	32236.474609375	2200259.0	31620.630859375
2009-02-13	32604.19140625	31623.61328125	32359.046875	32481.619140625	921816.0	31861.087890625
2009-02-16	33462.1953125	31868.7578125	32236.474609375	33339.625	1525444.0	32702.703125
2009-02-17	33462.1953125	31623.61328125	33462.1953125	32113.90234375	1248415.0	31500.396484375
2009-02-18	32481.619140625	31255.8984375	31868.7578125	31378.470703125	1013974.0	30779.013671875
2009-02-19	33339.625	30888.181640625	31623.61328125	32359.046875	939777.0	31740.859375
2009-02-20	33707.33984375	31746.185546875	32359.046875	32849.3359375	2050914.0	32221.78125
2009-02-23	35055.6328125	33339.625	33584.76953125	34687.91796875	1773184.0	34025.23828125
2009-02-24	35423.3515625	33339.625	34075.05859375	33462.1953125	1531000.0	32822.92578125
2009-02-25	34687.91796875	33094.48046875	34687.91796875	33462.1953125	1101608.0	32822.92578125
2009-02-26	34810.48828125	33339.625	33707.33984375	33952.484375	800434.0	33303.85546875
2009-02-27	34687.91796875	32604.19140625	34565.34375	32604.19140625	1849918.0	31981.3203125
2009-03-02	33217.05078125	31010.75390625	33217.05078125	31255.8984375	1371200.0	30658.783203125
2009-03-03	32849.3359375	29785.03125	30030.17578125	32481.619140625	966944.0	31861.087890625
2009-03-04	33339.625	32113.90234375	32481.619140625	32604.19140625	890907.0	31981.3203125
2009-03-05	35055.6328125	32604.19140625	33217.05078125	34075.05859375	1805748.0	33424.08984375
2009-03-06	33829.9140625	32481.619140625	33339.625	32971.90625	1679361.0	32342.009765625
2009-03-09	34933.0625	33339.625	33462.1953125	34810.48828125	1630219.0	34145.46484375
2009-03-10	36158.78515625	34442.7734375	34810.48828125	35178.20703125	2314710.0	34506.15625
2009-03-11	37261.93359375	35545.921875	36158.78515625	37261.93359375	2963605.0	36550.078125
2009-03-12	38242.51171875	35178.20703125	37384.50390625	36649.0703125	5657814.0	35948.9296875
2009-03-13	36281.35546875	34565.34375	36036.2109375	35055.6328125	2605596.0	34385.92578125
2009-03-16	35178.20703125	33829.9140625	34442.7734375	34442.7734375	1742724.0	33784.78515625
2009-03-17	35300.77734375	33829.9140625	34810.48828125	35300.77734375	2035005.0	34626.390625
2009-03-18	37016.7890625	35300.77734375	35913.640625	36403.9296875	1713815.0	35708.46875
2009-03-19	37507.078125	36036.2109375	36771.64453125	36403.9296875	1222887.0	35708.46875
2009-03-20	38119.9375	36403.9296875	37016.7890625	37016.7890625	1436215.0	36309.6171875
2009-03-23	37874.79296875	37261.93359375	37261.93359375	37629.6484375	120488.0	36910.7734375
2009-03-24	40203.6640625	37874.79296875	39223.0859375	40081.09375	1116048.0	39315.3828125
2009-03-25	40571.37890625	38977.94140625	39468.23046875	39345.66015625	1121718.0	38594.0
2009-03-26	41184.2421875	38977.94140625	39223.0859375	41061.66796875	1010050.0	40277.23046875
2009-03-27	41919.67578125	40448.80859375	41184.2421875	41429.38671875	895856.0	40637.9140625
2009-03-30	41551.95703125	38487.65234375	41429.38671875	38610.2265625	878796.0	37872.61328125
2009-03-31	39100.515625	37016.7890625	38487.65234375	37016.7890625	1914921.0	36309.6171875
2009-04-01	37997.3671875	37016.7890625	37261.93359375	37507.078125	1769468.0	36790.54296875
2009-04-02	38732.796875	37752.22265625	38365.08203125	38732.796875	1949268.0	37992.83984375
2009-04-03	39590.8046875	37507.078125	38855.37109375	38365.08203125	1706672.0	37632.16015625
2009-04-06	39590.8046875	38119.9375	38487.65234375	38365.08203125	1662106.0	37632.16015625
2009-04-07	39590.8046875	38487.65234375	38610.2265625	39468.23046875	1620135.0	38714.23046875
2009-04-08	39958.51953125	38977.94140625	39345.66015625	39345.66015625	1424414.0	38594.0
2009-04-09	41061.66796875	39223.0859375	39713.375	40693.953125	1833430.0	39916.5390625
2009-04-10	41551.95703125	40693.953125	41184.2421875	41061.66796875	996804.0	40277.23046875
2009-04-13	43513.11328125	40816.5234375	41306.8125	42042.24609375	1416002.0	41239.0703125
2009-04-14	43267.96875	41797.1015625	42655.10546875	42777.6796875	1205057.0	41960.453125
2009-04-15	41919.67578125	39835.94921875	41797.1015625	40448.80859375	1394015.0	39676.07421875
2009-04-16	41306.8125	39345.66015625	40816.5234375	39958.51953125	1620111.0	39195.1484375
2009-04-17	40081.09375	37629.6484375	39468.23046875	37752.22265625	1806474.0	37031.00390625
2009-04-20	40693.953125	37874.79296875	38610.2265625	40571.37890625	1293258.0	39796.3046875
2009-04-21	40203.6640625	38242.51171875	40203.6640625	38977.94140625	1817961.0	38233.30859375
2009-04-22	39468.23046875	38119.9375	38977.94140625	39100.515625	1169727.0	38353.5390625
2009-04-23	39713.375	38119.9375	39713.375	38242.51171875	1006325.0	37511.92578125
2009-04-24	39835.94921875	38365.08203125	38732.796875	39223.0859375	1422537.0	38473.76953125
2009-04-27	38732.796875	37384.50390625	38365.08203125	37507.078125	1549654.0	36790.54296875
2009-04-28	38365.08203125	36894.21484375	38365.08203125	37384.50390625	1171754.0	36670.30859375
2009-04-29	38487.65234375	37016.7890625	37384.50390625	38487.65234375	807932.0	37752.37890625
2009-04-30	38487.65234375	37507.078125	38242.51171875	38119.9375	2160250.0	37391.6953125
2009-05-04	39223.0859375	37874.79296875	38119.9375	39223.0859375	1909565.0	38473.76953125
2009-05-06	39468.23046875	38487.65234375	38610.2265625	38855.37109375	1856159.0	38113.078125
2009-05-07	39958.51953125	38365.08203125	39100.515625	38487.65234375	1626992.0	37752.37890625
2009-05-08	39590.8046875	38365.08203125	39100.515625	39100.515625	1514210.0	38353.5390625
2009-05-11	41429.38671875	39590.8046875	39835.94921875	41306.8125	2770980.0	40517.68359375
2009-05-12	43635.68359375	40939.09765625	41184.2421875	42532.53515625	3066043.0	41719.9921875
2009-05-13	45351.6953125	43022.82421875	43022.82421875	45351.6953125	2501710.0	44485.29296875
2009-05-14	45106.55078125	43390.5390625	44371.1171875	44125.97265625	1455571.0	43282.984375
2009-05-15	45229.12109375	43635.68359375	45229.12109375	44125.97265625	748126.0	43282.984375
2009-05-18	44861.40625	42287.390625	43267.96875	44125.97265625	947017.0	43282.984375
2009-05-19	45841.984375	43880.828125	44371.1171875	45841.984375	838518.0	44966.22265625
2009-05-20	48416.0	45964.5546875	46209.69921875	48293.42578125	1712338.0	47370.828125
2009-05-21	48538.5703125	46699.98828125	47435.421875	48170.85546875	795555.0	47250.59765625
2009-05-22	49641.71875	46822.55859375	47067.703125	47557.9921875	929065.0	46649.44140625
2009-05-25	47925.7109375	42532.53515625	46822.55859375	47190.27734375	952124.0	46288.75390625
2009-05-26	47680.56640625	45474.265625	47680.56640625	45841.984375	738454.0	44966.22265625
2009-05-27	46454.84375	42900.25	46087.12890625	44003.40234375	1728643.0	43162.76953125
