Date	High	Low	Open	Close	Volume	Adj Close
2007-12-28	3212.5	3150.0	3212.5	3191.669921875	22572.0	3191.669921875
2008-01-02	3275.0	3220.830078125	3225.0	3241.669921875	13008.0	3241.669921875
2008-01-03	3383.330078125	3241.669921875	3241.669921875	3375.0	49488.0	3375.0
2008-01-04	3570.830078125	3358.330078125	3375.0	3566.669921875	41880.0	3566.669921875
2008-01-07	4083.330078125	3566.669921875	3566.669921875	3916.669921875	67812.0	3916.669921875
2008-01-08	4120.830078125	3750.0	3750.0	4079.169921875	48204.0	4079.169921875
2008-01-09	4108.330078125	3929.169921875	4083.330078125	3937.5	31488.0	3937.5
2008-01-10	4070.830078125	3833.330078125	3841.669921875	3916.669921875	19188.0	3916.669921875
2008-01-11	4058.330078125	3833.330078125	3983.330078125	3925.0	45048.0	3925.0
2008-01-14	4075.0	3875.0	4070.830078125	3958.330078125	12876.0	3958.330078125
2008-01-15	4162.5	3958.330078125	3958.330078125	3966.669921875	14724.0	3966.669921875
2008-01-16	3983.330078125	3833.330078125	3916.669921875	3891.669921875	33948.0	3891.669921875
2008-01-17	3995.830078125	3837.5	3966.669921875	3983.330078125	13428.0	3983.330078125
2008-01-18	4066.669921875	3758.330078125	4066.669921875	3908.330078125	20316.0	3908.330078125
2008-01-21	4100.0	3875.0	4100.0	3916.669921875	9660.0	3916.669921875
2008-01-22	4054.169921875	3825.0	3916.669921875	3875.0	33288.0	3875.0
2008-01-23	3912.5	3791.669921875	3866.669921875	3891.669921875	42864.0	3891.669921875
2008-01-24	4250.0	3891.669921875	3891.669921875	4158.330078125	39240.0	4158.330078125
2008-01-25	4750.0	4166.669921875	4175.0	4166.669921875	166944.0	4166.669921875
2008-01-28	4375.0	3995.830078125	3995.830078125	4083.330078125	86124.0	4083.330078125
2008-01-29	4150.0	3962.5	4066.669921875	4104.169921875	31128.0	4104.169921875
2008-01-30	4275.0	3920.830078125	4125.0	4112.5	16440.0	4112.5
2008-01-31	4725.0	3837.5	3875.0	3912.5	46548.0	3912.5
2008-02-01	4166.669921875	3912.5	3912.5	4125.0	48816.0	4125.0
2008-02-04	4333.330078125	4012.5	4012.5	4191.669921875	19812.0	4191.669921875
2008-02-05	4275.0	4125.0	4208.330078125	4175.0	41292.0	4175.0
2008-02-11	4750.0	4250.0	4250.0	4500.0	26790.0	4500.0
2008-02-12	4690.0	4460.0	4500.0	4490.0	9100.0	4490.0
2008-02-13	4550.0	4420.0	4550.0	4525.0	910.0	4525.0
2008-02-14	4500.0	4440.0	4500.0	4500.0	3580.0	4500.0
2008-02-15	4515.0	4410.0	4490.0	4515.0	6330.0	4515.0
2008-02-18	4550.0	4495.0	4500.0	4500.0	23620.0	4500.0
2008-02-19	4550.0	4450.0	4500.0	4545.0	26260.0	4545.0
2008-02-20	4555.0	4460.0	4500.0	4500.0	12220.0	4500.0
2008-02-21	4540.0	4495.0	4505.0	4540.0	25540.0	4540.0
2008-02-22	4850.0	4410.0	4590.0	4845.0	68880.0	4845.0
2008-02-25	5550.0	4800.0	4980.0	4945.0	217760.0	4945.0
2008-02-26	5090.0	4730.0	4945.0	5030.0	46990.0	5030.0
2008-02-27	5100.0	4850.0	5030.0	4875.0	17950.0	4875.0
2008-02-28	4900.0	4630.0	4800.0	4630.0	34660.0	4630.0
2008-02-29	4800.0	4530.0	4530.0	4700.0	13930.0	4700.0
2008-03-03	4830.0	4560.0	4830.0	4630.0	12990.0	4630.0
2008-03-04	4530.0	4400.0	4530.0	4485.0	43550.0	4485.0
2008-03-05	4500.0	4350.0	4490.0	4385.0	61070.0	4385.0
2008-03-06	4565.0	4320.0	4565.0	4390.0	19580.0	4390.0
2008-03-07	4395.0	4255.0	4255.0	4255.0	43640.0	4255.0
2008-03-10	4300.0	4075.0	4200.0	4150.0	30980.0	4150.0
2008-03-11	4360.0	4100.0	4360.0	4120.0	12160.0	4120.0
