일자	현재지수	대비	등락률(%)	배당수익률(%)	주가이익비율	주가자산비율	시가지수	고가지수	저가지수	거래량(천주)	거래대금(백만원)	상장시가총액(백만원)
2000/01/04	1,059.04	30.97	3.01	0.63	0.0	0.0	1,028.33	1,066.18	1,016.59	195,899	3,771,013	
2000/01/05	986.31	-72.73	-6.87	0.68	0.0	0.0	1,006.87	1,047.70	984.05	257,696	4,798,126	
2000/01/06	960.79	-25.52	-2.59	0.7	0.0	0.0	1,013.95	1,014.90	953.50	203,524	3,726,898	
2000/01/07	948.65	-12.14	-1.26	0.71	0.0	0.0	949.17	970.16	930.84	215,664	3,696,686	
2000/01/10	987.24	38.59	4.07	0.68	0.0	0.0	979.67	994.94	965.02	240,175	3,815,037	
2000/01/11	981.33	-5.91	-0.6	0.69	0.0	0.0	992.17	1,005.87	981.23	257,071	4,244,168	
2000/01/12	955.01	-26.32	-2.68	0.7	0.0	0.0	957.98	976.86	949.20	227,079	3,352,483	
2000/01/13	951.05	-3.96	-0.41	0.71	0.0	0.0	955.06	960.73	939.25	223,001	3,354,502	
2000/01/14	948.03	-3.02	-0.32	0.71	0.0	0.0	958.82	970.59	937.75	224,958	3,438,219	
2000/01/17	983.27	35.24	3.72	0.69	0.0	0.0	962.67	986.09	950.75	212,058	3,390,747	
2000/01/18	981.53	-1.74	-0.18	0.69	0.0	0.0	992.31	992.85	967.96	212,080	3,416,478	
2000/01/19	938.78	-42.75	-4.36	0.72	0.0	0.0	969.31	977.00	938.74	235,727	3,375,139	
2000/01/20	945.90	7.12	0.76	0.71	0.0	0.0	927.12	945.90	906.26	226,684	3,170,847	
2000/01/21	925.16	-20.74	-2.19	0.73	0.0	0.0	928.55	942.20	911.83	255,135	3,495,329	
2000/01/24	926.77	1.61	0.17	0.73	0.0	0.0	917.93	944.31	915.70	210,414	2,826,008	
2000/01/25	891.22	-35.55	-3.84	0.76	0.0	0.0	909.12	918.48	891.22	242,591	2,674,106	
2000/01/26	885.54	-5.68	-0.64	0.77	0.0	0.0	896.34	902.43	875.82	231,146	2,733,539	
2000/01/27	909.23	23.69	2.68	0.75	0.0	0.0	888.27	912.49	879.00	344,912	3,766,460	
2000/01/28	941.67	32.44	3.57	0.72	0.0	0.0	922.74	943.95	911.12	293,137	3,858,507	
2000/01/31	943.88	2.21	0.23	0.72	0.0	0.0	924.83	948.84	922.92	289,435	3,669,515	
2000/02/01	928.75	-15.13	-1.6	0.73	0.0	0.0	955.44	959.31	923.52	306,143	3,931,047	
2000/02/02	943.59	14.84	1.6	0.72	0.0	0.0	929.69	950.13	923.40	310,406	4,284,082	
2000/02/03	950.22	6.63	0.7	0.71	0.0	0.0	950.26	959.00	934.11	277,121	4,398,129	
2000/02/07	973.13	22.91	2.41	0.69	0.0	0.0	953.23	982.03	951.31	271,765	4,367,938	
2000/02/08	961.22	-11.91	-1.22	0.7	0.0	0.0	977.07	981.42	960.47	229,490	3,574,098	
2000/02/09	976.05	14.83	1.54	0.69	0.0	0.0	967.53	979.92	959.13	240,446	3,821,326	
2000/02/10	966.18	-9.87	-1.01	0.7	0.0	0.0	966.36	991.71	957.73	251,615	4,328,262	
2000/02/11	953.22	-12.96	-1.34	0.71	0.0	0.0	990.11	990.75	941.24	274,781	4,189,066	
2000/02/14	910.87	-42.35	-4.44	0.74	0.0	0.0	932.94	941.23	907.91	234,180	3,495,271	
2000/02/15	879.70	-31.17	-3.42	0.77	0.0	0.0	916.89	919.43	875.05	218,599	3,165,602	
2000/02/16	879.50	-0.2	-0.02	0.77	0.0	0.0	881.03	886.63	843.58	214,046	3,066,447	
2000/02/17	897.52	18.02	2.05	0.75	0.0	0.0	869.35	901.83	869.35	212,421	3,225,718	
2000/02/18	879.14	-18.38	-2.05	0.76	0.0	0.0	900.71	918.04	879.14	258,282	4,154,668	
2000/02/21	845.32	-33.82	-3.85	0.79	0.0	0.0	864.61	871.08	843.65	213,795	2,640,729	
2000/02/22	850.02	4.7	0.56	0.79	0.0	0.0	844.11	867.68	835.97	244,390	2,936,447	
2000/02/23	880.67	30.65	3.61	0.76	0.0	0.0	866.14	882.79	852.89	346,449	4,007,155	
2000/02/24	867.37	-13.3	-1.51	0.77	0.0	0.0	874.53	887.82	857.68	256,689	2,912,720	
2000/02/25	864.76	-2.61	-0.3	0.77	0.0	0.0	856.06	873.08	847.14	255,183	2,917,014	
2000/02/28	819.01	-45.75	-5.29	0.82	0.0	0.0	850.36	856.25	819.01	253,125	2,925,441	
2000/02/29	828.38	9.37	1.14	0.81	0.0	0.0	843.31	846.37	810.53	275,729	3,379,940	
2000/03/02	894.66	66.28	8.0	0.75	0.0	0.0	864.78	900.30	857.05	317,754	4,338,609	
2000/03/03	894.83	0.17	0.02	0.75	0.0	0.0	909.81	910.02	882.48	311,250	4,498,416	
2000/03/06	909.33	14.5	1.62	0.74	0.0	0.0	907.56	913.51	899.58	352,624	4,073,945	
2000/03/07	907.34	-1.99	-0.22	0.74	0.0	0.0	907.01	907.85	893.09	339,275	3,729,763	
2000/03/08	915.94	8.6	0.95	0.73	0.0	0.0	895.93	919.03	883.53	313,736	3,605,247	
2000/03/09	884.59	-31.35	-3.42	0.76	0.0	0.0	922.71	928.55	884.59	370,034	4,477,184	
2000/03/10	891.36	6.77	0.77	0.75	0.0	0.0	902.31	913.60	886.26	330,624	3,896,806	
2000/03/13	854.66	-36.7	-4.12	0.78	0.0	0.0	890.87	890.87	849.52	364,402	3,971,215	
2000/03/14	846.74	-7.92	-0.93	0.79	0.0	0.0	843.14	858.68	838.31	330,754	3,361,891	
2000/03/15	837.53	-9.21	-1.09	0.8	0.0	0.0	837.35	841.73	820.30	312,898	3,309,113	
2000/03/16	841.22	3.69	0.44	0.8	0.0	0.0	847.90	860.40	832.17	298,875	3,012,746	
2000/03/17	855.57	14.35	1.71	0.78	0.0	0.0	864.36	869.82	850.04	300,845	3,267,227	
2000/03/20	850.51	-5.06	-0.59	0.79	0.0	0.0	862.68	867.54	843.46	227,935	2,537,959	
2000/03/21	863.41	12.9	1.52	0.78	0.0	0.0	850.91	863.41	838.98	227,938	2,715,598	
2000/03/22	882.43	19.02	2.2	0.76	0.0	0.0	869.88	886.53	865.97	296,028	3,944,934	
2000/03/23	867.62	-14.81	-1.68	0.77	0.0	0.0	888.89	892.78	862.84	254,908	3,356,012	
2000/03/24	889.24	21.62	2.49	0.76	0.0	0.0	876.93	900.06	861.64	281,926	3,913,616	
2000/03/27	886.71	-2.53	-0.28	0.76	0.0	0.0	893.13	893.13	876.52	282,360	3,725,573	
2000/03/28	891.29	4.58	0.52	0.76	0.0	0.0	886.51	902.76	882.22	262,748	3,794,357	
2000/03/29	908.51	17.22	1.93	0.74	0.0	0.0	886.69	913.35	881.52	280,750	4,200,497	
2000/03/30	889.95	-18.56	-2.04	0.76	0.0	0.0	905.59	909.51	889.23	264,077	3,783,014	
2000/03/31	860.94	-29.01	-3.26	0.78	0.0	0.0	872.02	885.74	860.52	214,731	2,846,570	
2000/04/03	846.44	-14.5	-1.68	1.3	29.85	0.0	866.75	876.81	837.36	209,591	2,702,716	
2000/04/04	830.16	-16.28	-1.92	1.33	29.28	0.0	835.24	850.10	814.54	203,032	2,651,834	
2000/04/06	804.35	-25.81	-3.11	1.37	28.35	0.0	827.23	827.89	804.15	172,973	2,187,536	
2000/04/07	837.38	33.03	4.11	1.32	29.49	0.0	811.38	838.82	811.38	205,116	2,555,764	
2000/04/10	870.17	32.79	3.92	1.27	30.65	0.0	861.72	880.41	851.30	325,320	3,586,994	
2000/04/11	855.05	-15.12	-1.74	1.29	30.14	0.0	864.65	864.65	839.82	255,141	2,591,645	
2000/04/12	837.01	-18.04	-2.11	1.32	29.35	0.0	841.16	853.61	834.75	213,511	2,333,327	
2000/04/14	800.89	-36.12	-4.32	1.38	28.08	0.0	808.46	816.07	793.74	229,816	2,563,918	
2000/04/17	707.72	-93.17	-11.63	1.57	24.6	0.0	762.96	762.96	699.22	287,741	2,967,822	
2000/04/18	747.30	39.58	5.59	1.48	25.92	0.0	738.10	769.38	724.05	273,027	3,194,868	
2000/04/19	755.08	7.78	1.04	1.47	26.21	0.0	767.27	781.55	745.77	292,379	3,061,259	
2000/04/20	761.25	6.17	0.82	1.46	26.49	0.0	752.04	765.01	749.61	204,061	1,883,425	
2000/04/21	767.16	5.91	0.78	1.45	26.69	0.0	764.81	772.86	759.34	202,142	1,881,393	
2000/04/24	747.58	-19.58	-2.55	1.48	25.97	0.0	767.05	770.72	746.16	176,656	1,673,783	
2000/04/25	737.20	-10.38	-1.39	1.5	25.61	0.0	738.56	742.15	730.43	168,481	1,679,122	
2000/04/26	713.23	-23.97	-3.25	1.55	24.77	0.0	751.89	760.21	712.42	241,942	2,644,279	
2000/04/27	692.07	-21.16	-2.97	1.6	24.04	0.0	699.29	710.70	688.36	224,445	2,611,006	
2000/04/28	725.39	33.32	4.81	1.53	25.14	0.0	698.06	727.26	698.06	228,152	2,721,730	
2000/05/02	752.59	27.2	3.75	1.47	26.09	0.0	731.76	753.46	729.84	195,974	2,706,552	
2000/05/03	752.76	0.17	0.02	1.47	26.15	0.0	751.07	755.62	742.94	179,779	2,029,348	
2000/05/04	751.29	-1.47	-0.2	1.48	26.02	0.0	753.18	760.99	745.39	190,226	2,011,234	
2000/05/08	770.24	18.95	2.52	1.44	26.42	0.0	759.15	778.46	759.15	195,512	2,249,240	
2000/05/09	760.85	-9.39	-1.22	1.46	26.11	0.0	768.01	771.51	758.89	181,011	1,744,045	
2000/05/10	759.51	-1.34	-0.18	1.46	26.07	0.0	757.36	764.64	753.73	193,571	1,661,810	
2000/05/12	740.30	-19.21	-2.53	1.5	25.41	0.0	762.80	763.01	737.07	189,058	1,822,940	
2000/05/15	728.67	-11.63	-1.57	1.52	25.0	0.0	737.21	740.16	719.60	193,276	1,743,726	
2000/05/16	746.77	18.1	2.48	1.49	25.62	0.0	729.10	746.77	723.71	172,348	1,663,440	
2000/05/17	727.18	-19.59	-2.62	1.53	24.93	0.0	752.52	769.01	726.89	219,006	2,523,947	
2000/05/18	712.95	-14.23	-1.96	1.56	24.46	0.0	705.62	718.72	699.00	201,440	1,753,476	
2000/05/19	730.68	17.73	2.49	1.5	24.98	0.0	712.13	730.71	695.73	196,287	1,973,791	
2000/05/22	691.61	-39.07	-5.35	1.59	23.54	0.0	715.55	718.30	688.58	176,624	1,570,114	
2000/05/23	679.76	-11.85	-1.71	1.62	23.15	0.0	674.03	694.44	674.03	211,387	1,797,884	
2000/05/24	674.95	-4.81	-0.71	1.63	22.97	0.0	669.21	689.55	643.97	289,351	2,416,950	
2000/05/25	699.53	24.58	3.64	1.57	25.3	0.0	696.69	708.59	685.18	401,992	3,884,286	
2000/05/26	656.66	-42.87	-6.13	1.68	23.44	0.0	690.54	693.10	656.66	350,450	2,539,360	
2000/05/29	655.93	-0.73	-0.11	1.68	23.4	0.0	627.40	664.27	625.14	309,609	2,385,942	
2000/05/30	691.26	35.33	5.39	1.59	24.64	0.0	668.65	692.31	668.65	389,665	2,866,427	
2000/05/31	731.88	40.62	5.88	1.5	26.22	0.0	708.04	744.60	708.04	503,781	4,334,907	
2000/06/01	738.49	6.61	0.9	1.49	26.47	0.0	730.55	746.70	722.24	314,336	2,911,228	
2000/06/02	760.69	22.2	3.01	1.45	27.25	0.0	759.22	776.49	750.38	430,574	3,841,564	
2000/06/05	794.21	33.52	4.41	1.39	28.43	0.0	778.48	799.34	778.48	464,377	4,067,027	
2000/06/07	822.54	28.33	3.57	1.34	29.46	0.0	798.23	822.98	792.71	493,503	4,945,621	
2000/06/08	800.11	-22.43	-2.73	1.38	28.65	0.0	825.56	842.13	795.99	669,049	5,819,105	
2000/06/09	836.40	36.29	4.54	1.32	29.94	0.0	800.28	836.82	790.43	506,778	4,859,107	
2000/06/12	845.81	9.41	1.13	1.3	30.26	0.0	851.06	858.34	828.66	516,737	4,452,654	
2000/06/13	804.45	-41.36	-4.89	1.38	28.66	0.0	833.18	835.29	800.32	426,604	3,462,371	
2000/06/14	819.27	14.82	1.84	1.36	29.08	0.0	814.05	821.13	792.30	438,193	3,799,428	
2000/06/15	770.95	-48.32	-5.9	1.44	27.39	0.0	814.62	814.62	770.70	380,637	2,973,217	
2000/06/16	759.04	-11.91	-1.54	1.46	26.97	0.0	759.58	775.26	753.96	317,142	2,435,163	
2000/06/19	755.38	-3.66	-0.48	1.47	26.84	0.0	748.47	777.13	744.90	270,286	2,177,166	
2000/06/20	785.32	29.94	3.96	1.42	27.87	0.0	772.98	785.32	764.98	340,771	2,613,707	
2000/06/21	781.87	-3.45	-0.44	1.42	27.7	0.0	793.67	799.44	780.68	529,238	3,675,903	
2000/06/22	782.24	0.37	0.05	1.42	27.71	0.0	795.08	804.20	771.06	369,638	3,008,768	
2000/06/23	778.94	-3.3	-0.42	1.43	27.57	0.0	772.18	778.94	768.29	261,847	2,004,909	
2000/06/26	791.55	12.61	1.62	1.41	28.03	0.0	782.28	794.89	779.39	286,734	2,290,800	
2000/06/27	809.87	18.32	2.31	1.38	28.7	0.0	799.58	810.70	795.55	465,833	3,215,650	
2000/06/28	818.73	8.86	1.09	1.36	29.02	0.0	810.44	822.04	806.87	500,101	3,469,000	
2000/06/29	818.90	0.17	0.02	1.36	29.08	0.0	828.59	830.80	807.93	338,971	3,041,004	
2000/06/30	821.22	2.32	0.28	1.36	29.17	0.0	815.03	823.36	812.26	462,873	2,896,273	
2000/07/03	835.21	13.99	1.7	1.34	29.65	0.0	824.83	836.53	824.83	440,790	2,889,966	
2000/07/04	818.53	-16.68	-2.0	1.36	29.07	0.0	840.20	841.52	818.47	439,141	3,275,866	
2000/07/05	830.40	11.87	1.45	1.34	29.5	0.0	818.40	830.40	810.10	531,941	3,279,593	
2000/07/06	837.63	7.23	0.87	1.33	29.78	0.0	822.76	840.91	818.24	696,036	4,837,309	
2000/07/07	841.74	4.11	0.49	1.33	29.94	0.0	841.50	851.62	837.84	569,846	4,494,518	
2000/07/10	851.47	9.73	1.16	1.31	30.28	0.0	847.60	856.83	847.14	532,553	4,186,814	
2000/07/11	836.86	-14.61	-1.72	1.33	29.79	0.0	856.17	863.53	836.86	849,974	5,514,957	
2000/07/12	839.76	2.9	0.35	1.33	29.87	0.0	841.15	846.80	830.06	466,957	3,406,701	
2000/07/13	845.75	5.99	0.71	1.32	30.09	0.0	840.45	849.03	833.05	477,914	3,457,244	
2000/07/14	827.95	-17.8	-2.1	1.35	29.45	0.0	847.60	850.26	826.82	366,311	2,981,216	
2000/07/18	812.33	-15.62	-1.89	1.37	28.92	0.0	822.30	829.19	806.88	317,068	2,175,803	
2000/07/19	797.30	-15.03	-1.85	1.4	28.38	0.0	806.75	806.75	787.58	442,795	2,815,564	
2000/07/20	778.90	-18.4	-2.31	1.43	28.95	0.0	786.22	791.41	774.47	426,307	2,634,546	
2000/07/21	783.06	4.16	0.53	1.42	29.01	0.0	785.98	789.85	771.50	408,138	2,757,718	
2000/07/24	737.89	-45.17	-5.77	1.51	27.36	0.0	766.44	769.81	736.38	393,316	2,439,478	
2000/07/25	737.64	-0.25	-0.03	1.51	27.35	0.0	730.49	743.52	720.72	352,571	2,432,085	
2000/07/26	743.84	6.2	0.84	1.65	19.21	0.0	742.45	748.61	723.32	333,086	2,264,987	
2000/07/27	727.68	-16.16	-2.17	1.69	18.79	0.0	730.76	734.51	718.66	255,855	1,692,247	
2000/07/28	692.65	-35.03	-4.81	1.78	17.89	0.0	706.56	712.57	691.01	239,030	2,132,519	
2000/07/31	705.97	13.32	1.92	1.74	18.23	0.0	686.35	706.73	678.35	218,984	1,652,426	
2000/08/01	727.10	21.13	2.99	1.69	18.77	0.0	710.05	727.53	700.83	297,940	2,276,005	
2000/08/02	728.33	1.23	0.17	1.69	18.81	0.0	723.32	733.99	715.18	328,689	1,929,717	
2000/08/03	722.08	-6.25	-0.86	1.7	18.64	0.0	734.49	736.23	719.27	259,427	1,557,445	
2000/08/04	710.00	-12.08	-1.67	1.73	18.34	0.0	717.14	719.07	702.47	221,052	1,427,437	
2000/08/07	675.59	-34.41	-4.85	1.83	17.4	0.0	693.50	694.48	675.59	218,357	1,280,564	
2000/08/08	666.08	-9.51	-1.41	1.86	17.39	0.0	676.22	686.96	665.63	209,185	1,369,710	
2000/08/09	710.23	44.15	6.63	1.74	18.56	0.0	677.22	710.23	677.22	295,426	1,986,358	
2000/08/10	729.28	19.05	2.68	1.69	19.07	0.0	710.31	729.28	695.87	259,933	1,969,790	
2000/08/11	722.21	-7.07	-0.97	1.71	18.89	0.0	711.42	732.78	708.25	300,612	2,014,074	
2000/08/14	733.25	11.04	1.53	1.68	19.17	0.0	741.55	745.79	731.44	323,612	1,972,354	
2000/08/16	751.14	17.89	2.44	1.64	19.63	0.0	748.73	754.46	745.68	314,527	2,369,813	
2000/08/17	743.49	-7.65	-1.02	1.66	19.41	0.0	751.39	754.09	739.67	317,264	2,155,212	
2000/08/18	728.32	-15.17	-2.04	1.7	19.02	0.0	747.65	750.42	726.90	277,078	1,752,840	
2000/08/21	722.58	-5.74	-0.79	1.71	18.83	0.0	721.02	731.45	720.24	227,406	1,339,536	
2000/08/22	738.61	16.03	2.22	1.67	19.25	0.0	722.94	739.02	722.94	302,511	1,975,039	
2000/08/23	719.79	-18.82	-2.55	1.72	18.74	0.0	739.04	740.70	719.37	298,530	1,656,214	
2000/08/24	718.86	-0.93	-0.13	1.72	18.71	0.0	722.62	729.00	706.21	293,441	1,786,523	
2000/08/25	729.80	10.94	1.52	1.69	18.99	0.0	718.88	729.90	710.58	275,526	1,353,260	
2000/08/28	731.81	2.01	0.28	1.69	19.05	0.0	728.88	735.32	726.36	271,849	1,284,017	
2000/08/29	731.56	-0.25	-0.03	1.69	19.05	0.0	733.72	739.53	722.85	253,337	1,451,895	
2000/08/30	718.93	-12.63	-1.73	1.72	18.72	0.0	726.63	727.39	718.93	217,557	1,530,433	
2000/08/31	688.62	-30.31	-4.22	1.79	17.95	0.0	713.41	713.41	682.68	263,369	2,173,186	
2000/09/01	692.19	3.57	0.52	1.78	18.1	0.0	690.93	698.28	685.32	202,369	1,366,546	
2000/09/04	681.30	-10.89	-1.57	1.81	17.94	0.0	690.95	693.66	677.55	224,054	1,304,010	
2000/09/05	679.24	-2.06	-0.3	1.82	17.9	0.0	677.74	685.05	668.08	216,307	1,699,687	
2000/09/06	676.69	-2.55	-0.38	1.82	17.83	0.0	677.55	690.99	673.91	211,878	1,603,175	
2000/09/07	656.37	-20.32	-3.0	1.88	17.3	0.0	663.09	664.10	654.36	251,207	2,001,444	
2000/09/08	653.68	-2.69	-0.41	1.89	17.3	0.0	658.46	664.07	647.99	302,699	1,958,133	
2000/09/14	650.14	-3.54	-0.54	1.9	17.22	0.0	636.70	650.14	621.26	319,763	2,358,736	
2000/09/15	628.20	-21.94	-3.37	1.96	16.63	0.0	642.10	652.50	621.40	338,683	2,385,689	
2000/09/18	577.56	-50.64	-8.06	2.14	15.29	0.0	591.98	595.10	552.78	314,545	2,352,607	
2000/09/19	571.17	-6.39	-1.11	2.16	15.11	0.0	564.93	587.21	556.74	327,626	2,341,977	
2000/09/20	606.08	34.91	6.11	2.05	15.31	0.0	594.32	607.78	594.24	340,228	2,399,342	
2000/09/21	595.99	-10.09	-1.66	2.08	15.07	0.0	603.51	613.01	577.78	350,393	2,248,124	
2000/09/22	553.25	-42.74	-7.17	2.24	14.01	0.0	574.26	578.22	551.00	305,093	1,991,112	
2000/09/25	584.63	31.38	5.67	2.12	14.81	0.0	562.79	584.84	562.48	328,326	1,881,963	
2000/09/26	587.60	2.97	0.51	2.1	14.9	0.0	576.95	593.72	574.32	403,773	2,137,614	
2000/09/27	599.31	11.71	1.99	2.06	15.14	0.0	586.57	601.02	585.17	367,123	2,139,329	
2000/09/28	605.85	6.54	1.09	2.04	15.31	0.0	606.60	610.53	595.97	330,226	1,983,285	
2000/09/29	613.22	7.37	1.22	2.02	15.5	0.0	612.11	620.08	599.88	328,156	1,996,792	
2000/10/02	589.22	-24.0	-3.91	2.1	14.89	0.0	595.68	599.03	585.53	243,068	1,465,061	
2000/10/04	598.42	9.2	1.56	2.06	16.24	0.0	578.37	598.42	571.58	311,588	2,134,879	
2000/10/05	606.79	8.37	1.4	2.03	16.53	0.0	605.81	616.22	604.25	456,973	2,589,878	
2000/10/06	608.85	2.06	0.34	2.03	16.6	0.0	601.57	610.52	601.05	369,623	1,973,417	
2000/10/09	589.18	-19.67	-3.23	2.09	16.05	0.0	606.81	606.90	589.18	343,128	1,833,146	
2000/10/10	588.34	-0.84	-0.14	2.1	16.05	0.0	588.72	595.79	578.20	283,529	1,628,573	
2000/10/11	557.18	-31.16	-5.3	2.21	15.22	0.0	576.44	576.44	548.29	311,533	1,944,590	
2000/10/12	534.71	-22.47	-4.03	2.31	14.6	0.0	548.44	564.09	534.71	259,669	1,673,803	
2000/10/13	524.60	-10.11	-1.89	2.35	14.33	0.0	514.82	525.71	498.56	330,310	1,990,326	
2000/10/16	550.10	25.5	4.86	2.24	15.43	0.0	557.11	565.88	543.20	341,166	2,309,835	
2000/10/17	512.85	-37.25	-6.77	2.4	14.4	0.0	536.20	545.08	512.85	313,674	1,798,663	
2000/10/18	514.17	1.32	0.26	2.39	14.44	0.0	501.09	519.54	485.00	398,599	2,347,019	
2000/10/19	515.04	0.87	0.17	2.39	14.45	0.0	510.19	531.20	506.49	312,613	2,060,367	
2000/10/20	545.97	30.93	6.01	2.26	14.59	0.0	540.68	554.65	540.49	371,650	2,790,772	
2000/10/23	528.37	-17.6	-3.22	2.34	14.12	0.0	555.11	556.00	527.18	271,145	1,919,730	
2000/10/24	545.05	16.68	3.16	2.27	14.57	0.0	527.36	549.79	523.02	311,595	1,941,022	
2000/10/25	542.33	-2.72	-0.5	2.28	14.52	0.0	539.93	545.86	532.99	308,133	1,782,791	
2000/10/26	523.67	-18.66	-3.44	2.36	14.04	0.0	528.27	530.81	517.82	212,838	1,516,630	
2000/10/27	515.34	-8.33	-1.59	2.39	13.81	0.0	528.59	534.84	515.34	284,258	2,004,682	
2000/10/30	504.73	-10.61	-2.06	2.44	13.53	0.0	514.82	520.01	504.73	285,728	1,295,013	
2000/10/31	514.48	9.75	1.93	2.4	13.8	0.0	497.59	514.48	483.58	350,640	1,611,306	
2000/11/01	548.76	34.28	6.66	2.25	14.71	0.0	524.69	550.06	522.78	366,444	2,277,167	
2000/11/02	558.10	9.34	1.7	2.21	15.16	0.0	543.94	563.98	540.93	461,060	2,632,834	
2000/11/03	560.41	2.31	0.41	2.21	15.21	0.0	563.50	567.07	556.38	406,519	2,253,772	
2000/11/06	556.66	-3.75	-0.67	2.22	15.1	0.0	557.64	581.47	555.41	423,811	2,386,939	
2000/11/07	553.35	-3.31	-0.59	2.23	15.02	0.0	560.55	564.38	550.39	346,589	1,788,326	
2000/11/08	558.09	4.74	0.86	2.21	15.61	0.0	549.21	562.89	545.77	354,232	1,832,199	
2000/11/09	560.66	2.57	0.46	2.2	15.68	0.0	549.44	562.66	548.14	323,913	1,669,371	
2000/11/10	565.18	4.52	0.81	2.18	15.81	0.0	557.94	567.34	555.11	322,182	1,652,873	
2000/11/13	538.94	-26.24	-4.64	2.29	15.08	0.0	552.44	552.44	536.45	272,836	1,386,134	
2000/11/14	552.99	14.05	2.61	2.23	15.46	0.0	543.53	552.99	543.53	253,048	1,286,328	
2000/11/15	557.48	4.49	0.81	2.21	15.53	0.0	566.41	570.36	552.89	325,307	1,998,308	
2000/11/16	555.04	-2.44	-0.44	2.22	15.47	0.0	557.85	561.17	550.46	310,693	1,361,642	
2000/11/17	551.26	-3.78	-0.68	2.24	15.36	0.0	548.43	551.26	543.60	331,720	1,588,980	
2000/11/20	537.40	-13.86	-2.51	2.29	14.97	0.0	543.78	547.56	537.24	289,753	1,175,620	
2000/11/21	531.45	-5.95	-1.11	2.32	14.79	0.0	529.51	531.45	515.41	293,149	1,397,532	
2000/11/22	522.33	-9.12	-1.72	2.36	14.53	0.0	525.50	532.95	520.61	314,621	1,411,002	
2000/11/23	514.31	-8.02	-1.54	2.4	14.29	0.0	515.48	522.54	512.41	312,321	1,499,763	
2000/11/24	530.84	16.53	3.21	2.33	14.82	0.0	518.15	530.84	515.32	315,549	1,465,599	
2000/11/27	554.04	23.2	4.37	2.23	15.46	0.0	542.27	554.04	542.27	392,920	2,012,408	
2000/11/28	536.94	-17.1	-3.09	2.3	14.99	0.0	544.44	547.31	535.96	341,210	1,547,496	
2000/11/29	516.44	-20.5	-3.82	2.39	14.43	0.0	522.98	522.98	511.93	281,001	1,202,031	
2000/11/30	509.23	-7.21	-1.4	2.42	14.22	0.0	518.82	518.82	499.52	310,417	1,429,394	
2000/12/01	514.46	5.23	1.03	2.4	14.38	0.0	490.88	514.46	489.53	329,921	1,558,855	
2000/12/04	501.73	-12.73	-2.47	2.46	14.02	0.0	520.14	520.52	499.72	267,607	1,372,502	
2000/12/05	516.96	15.23	3.04	2.39	14.45	0.0	505.10	516.97	502.94	257,241	1,258,890	
2000/12/06	517.89	0.93	0.18	2.38	14.48	0.0	535.19	540.63	517.87	391,919	2,170,397	
2000/12/07	523.78	5.89	1.14	2.35	14.65	0.0	517.48	523.78	510.86	300,980	1,314,941	
2000/12/08	534.81	11.03	2.11	2.3	16.13	0.0	523.40	535.47	523.40	321,364	1,359,600	
2000/12/11	554.80	19.99	3.74	2.22	16.74	0.0	543.46	557.79	543.46	388,717	1,902,500	
2000/12/12	543.08	-11.72	-2.11	2.27	16.42	0.0	556.22	558.50	541.99	320,886	1,663,919	
2000/12/13	557.84	14.76	2.72	2.21	16.86	0.0	540.35	560.16	539.51	302,754	1,916,032	
2000/12/14	547.38	-10.46	-1.88	2.25	16.54	0.0	548.14	554.89	540.73	298,434	1,914,904	
2000/12/15	534.00	-13.38	-2.44	2.31	16.14	0.0	544.53	551.29	533.65	297,847	1,667,623	
2000/12/18	539.27	5.27	0.99	2.29	16.31	0.0	529.37	541.78	529.37	251,260	1,355,266	
2000/12/19	530.80	-8.47	-1.57	2.32	16.05	0.0	541.23	541.25	530.18	290,171	1,587,946	
2000/12/20	514.21	-16.59	-3.13	2.39	15.57	0.0	517.37	525.79	513.24	304,295	1,581,490	
2000/12/21	511.90	-2.31	-0.45	2.4	15.6	0.0	498.60	515.76	497.31	290,298	1,665,566	
2000/12/22	500.60	-11.3	-2.21	2.46	15.22	0.0	514.54	518.90	500.41	332,697	1,611,808	
2000/12/26	504.62	4.02	0.8	2.44	15.34	0.0	509.09	509.95	501.64	252,891	1,494,115	
2001/01/02	520.95	16.33	3.24	2.37	15.89	0.0	503.31	521.34	500.97	231,015	1,223,328	
2001/01/03	521.43	0.48	0.09	2.37	15.89	0.0	512.74	524.58	510.70	324,584	1,583,403	
2001/01/04	558.02	36.59	7.02	2.22	16.99	0.0	551.53	567.16	550.91	444,541	2,984,761	
2001/01/05	580.85	22.83	4.09	2.13	17.69	0.0	559.54	581.41	555.40	578,286	3,569,582	
2001/01/08	586.65	5.8	1.0	2.11	17.87	0.0	573.72	587.91	572.48	558,645	2,948,092	
2001/01/09	589.92	3.27	0.56	2.1	18.06	0.0	583.85	589.92	572.55	558,968	2,833,998	
2001/01/10	560.81	-29.11	-4.93	2.21	17.17	0.0	586.63	593.86	560.81	642,378	3,285,030	
2001/01/11	561.79	0.98	0.17	2.2	17.2	0.0	568.26	570.57	557.86	518,789	2,721,732	
2001/01/12	587.87	26.08	4.64	2.1	18.02	0.0	578.95	601.09	578.95	713,788	3,980,149	
2001/01/15	599.00	11.13	1.89	2.07	16.63	0.0	595.06	608.22	588.87	611,962	3,407,840	
2001/01/16	603.42	4.42	0.74	2.05	16.77	0.0	600.68	608.51	588.42	606,279	3,352,424	
